Empresa,Industria,País,Ingresos,Ganancias,Activos,Valor de Mercado,Margen de Rentabilidad,ROA,Año,Continente,Codigo_pais
East Japan Railway,Transportation,Japan,23460.0,1922.2,63083.0,36201.0,0.08193520886615516,0.03047096682148915,2016,Asia,JPN
Marathon Petroleum,Oil & Gas Operations,United States,64461.0,2848.0,43115.0,21942.0,0.04418175330820186,0.06605589701959874,2016,North America,USA
Abbott Laboratories,Health Care Equipment & Services,United States,20393.0,2411.0,41247.0,64940.0,0.1182268425440102,0.05845273595655442,2016,North America,USA
Diageo,"Food, Drink & Tobacco",United Kingdom,16071.0,3782.8,39496.0,68643.0,0.23538049903552985,0.09577678752278712,2016,Europe,GBR
Amazon.com,Retailing,United States,107007.0,596.0,67705.0,292622.0,0.005569729083144093,0.008802894911749501,2016,North America,USA
Legal & General Group,Insurance,United Kingdom,19189.0,1642.4,578770.0,20971.0,0.08559070300693106,0.0028377421082640773,2016,Europe,GBR
General Dynamics,Aerospace & Defense,United States,31469.0,2965.0,31997.0,42909.0,0.09421970828434333,0.09266493733787542,2016,North America,USA
Seven & I Holdings,Food Markets,Japan,40548.0,1333.0,48210.0,37586.0,0.03287461773700306,0.02764986517320058,2016,Asia,JPN
Teva Pharmaceutical,Drugs & Biotechnology,Israel,19628.0,1591.0,54258.0,58467.0,0.0810576727124516,0.029322864830992664,2016,Asia,ISR
Surgutneftegas,Oil & Gas Operations,Russia,19020.0,20164.6,61459.0,19665.0,1.0601787592008411,0.3280984070681267,2016,Asia,RUS
Eli Lilly,Drugs & Biotechnology,United States,19959.0,2408.4,35569.0,85962.0,0.12066736810461447,0.06771064691163654,2016,North America,USA
Fresenius,Health Care Equipment & Services,Germany,30635.0,1505.9,46896.0,40038.0,0.04915619389587074,0.03211148072330263,2016,Europe,DEU
Huaxia Bank,Banking,China,16932.0,3007.4,306762.0,16687.0,0.17761634774391685,0.009803691461132736,2016,Asia,CHN
Panasonic,Consumer Durables,Japan,63330.0,1646.1,48754.0,22949.0,0.025992420653718616,0.03376338351724986,2016,Asia,JPN
SK Holdings ,Oil & Gas Operations,South Korea,34962.0,4723.4,82413.0,13818.0,0.1351009667639151,0.05731377331246283,2016,Asia,KOR
Schneider Electric,Capital Goods,France,29542.0,1560.2,46251.0,39281.0,0.052812944282716136,0.03373332468487168,2016,Europe,FRA
EDF ,Utilities,France,83176.0,660.9,303014.0,25591.0,0.00794580167355968,0.0021810873424990265,2016,Europe,FRA
John Deere,Capital Goods,United States,27956.0,1807.1,56036.0,26109.0,0.0646408642151953,0.03224891141409094,2016,North America,USA
Nippon Steel & Sumitomo Metal ,Diversified Metals & Mining,Japan,42491.0,1765.5,55502.0,21768.0,0.041549975288884704,0.031809664516594,2016,Asia,JPN
Archer Daniels Midland,"Food, Drink & Tobacco",United States,67621.0,1849.0,40157.0,23263.0,0.027343576699546,0.046044276215852775,2016,North America,USA
DBS Group,Banking,Singapore,9852.0,3238.7,322836.0,29338.0,0.32873528217620784,0.010032028646123728,2016,Asia,SGP
Bank of Beijing,Banking,China,13597.0,2758.5,281229.0,19966.0,0.20287563433110245,0.009808732385351439,2016,Asia,CHN
Canon,Business Services & Supplies,Japan,31390.0,1818.9,36808.0,40413.0,0.05794520547945206,0.04941588785046729,2016,Asia,JPN
Saint-Gobain,Construction,France,43939.0,1444.9,48727.0,25629.0,0.032884225858576664,0.02965296447554744,2016,Europe,FRA
United Continental Holdings,Airline,United States,37451.0,7145.0,40861.0,17090.0,0.19078262262689916,0.1748611145101686,2016,North America,USA
Volvo Group,Capital Goods,Sweden,37044.0,1784.9,45285.0,25882.0,0.04818324155058849,0.03941481726841117,2016,Europe,SWE
HCA Holdings,Health Care Equipment & Services,United States,39678.0,2129.0,32744.0,32022.0,0.05365693835374767,0.0650195455655998,2016,North America,USA
FedEx,Air Courier,United States,49500.0,1136.0,37819.0,44644.0,0.02294949494949495,0.030037811681958803,2016,North America,USA
Nike,Consumer Durables,United States,32007.0,3779.0,20987.0,100108.0,0.11806792264192208,0.18006384904941153,2016,North America,USA
Telstra,Telecommunications services,Australia,20248.0,3180.9,30900.0,50828.0,0.15709699723429474,0.10294174757281553,2016,Oceania,AUS
Danske Bank,Banking,Denmark,11581.0,1860.8,479327.0,27172.0,0.16067697090061306,0.003882109707986406,2016,Europe,DNK
Wesfarmers,Food Markets,Australia,47678.0,1843.7,30404.0,36385.0,0.03866982675447796,0.060640047362189184,2016,Oceania,AUS
Orix,Diversified Financials,Japan,19962.0,2188.1,91979.0,19837.0,0.10961326520388738,0.023789125778710358,2016,Asia,JPN
ICICI Bank,Banking,India,15285.0,2003.5,132578.0,22020.0,0.13107621851488388,0.015111858679418909,2016,Asia,IND
Thermo Fisher Scientific,Health Care Equipment & Services,United States,16965.0,1975.4,40889.0,57782.0,0.11643972885352197,0.0483112817628213,2016,North America,USA
Cardinal Health,Drugs & Biotechnology,United States,112422.0,1369.0,33507.0,28622.0,0.012177331838963903,0.040857134330139974,2016,North America,USA
Reynolds American,"Food, Drink & Tobacco",United States,10675.0,3253.0,53224.0,68310.0,0.30473067915690866,0.06111904404028258,2016,North America,USA
Hartford Financial Services,Insurance,United States,18356.0,1673.0,230404.0,18011.0,0.0911418609718893,0.0072611586604399226,2016,North America,USA
Shinhan Financial Group,Diversified Financials,South Korea,14882.0,2178.2,316012.0,17637.0,0.14636473592259103,0.006892776223687708,2016,Asia,KOR
American Electric,Utilities,United States,16552.0,1793.8,64187.0,30810.0,0.108373610439826,0.027946468911150234,2016,North America,USA
Bridgestone,Consumer Durables,Japan,31308.0,2348.3,31554.0,30893.0,0.07500638814360547,0.07442162641820373,2016,Asia,JPN
BB&T,Banking,United States,10583.0,2123.0,212405.0,29096.0,0.20060474345648682,0.009995056613544879,2016,North America,USA
HDFC Bank,Banking,India,11372.0,1957.3,97021.0,41505.0,0.17211572282799859,0.02017398295214438,2016,Asia,IND
HP,Technology Hardware & Equipment,United States,87974.0,3780.0,25517.0,21903.0,0.042967240321003936,0.14813653642669594,2016,North America,USA
Sun Life Financial,Insurance,Canada,15092.0,1786.0,173830.0,20863.0,0.11834084283063875,0.01027440602887879,2016,North America,CAN
Tata Motors,Consumer Durables,India,40516.0,2288.2,38926.0,20366.0,0.05647645374666798,0.05878333247700765,2016,Asia,IND
Carrefour,Food Markets,France,87446.0,1086.7,48987.0,21875.0,0.012427097866111658,0.022183436421907853,2016,Europe,FRA
LyondellBasell Industries,Chemicals,Netherlands,32738.0,4468.0,22757.0,38491.0,0.13647748793451037,0.19633519356681461,2016,Europe,NLD
Kraft Heinz Company,"Food, Drink & Tobacco",Canada,20213.0,634.0,122973.0,94906.0,0.031365952604759315,0.005155603262504777,2016,North America,CAN
CNP Assurances,Insurance,France,46838.0,1253.1,426814.0,11688.0,0.026753917759084502,0.002935939308457548,2016,Europe,FRA
Danone,"Food, Drink & Tobacco",France,24853.0,1421.6,35535.0,46476.0,0.05720033798736571,0.04000562825383425,2016,Europe,FRA
Central Japan Railway,Transportation,Japan,14303.0,2509.0,45415.0,38672.0,0.17541774452911976,0.0552460640757459,2016,Asia,JPN
Samsung Life Insurance,Insurance,South Korea,22429.0,1070.2,196413.0,19488.0,0.04771501181506086,0.005448722844210923,2016,Asia,KOR
Oversea-Chinese Banking,Banking,Singapore,8746.0,2838.0,275116.0,28583.0,0.324491195975303,0.010315648671832973,2016,Asia,SGP
Gas Natural Fenosa,Oil & Gas Operations,Spain,28849.0,1665.6,52286.0,20590.0,0.05773510346979098,0.03185556363079983,2016,Europe,ESP
Tokyo Electric Power,Utilities,Japan,52592.0,5036.7,115102.0,8754.0,0.0957693185275327,0.04375857934701395,2016,Asia,JPN
Accenture,IT Software & Services,Ireland,33503.0,3676.7,18148.0,71551.0,0.10974241112736172,0.20259532730879434,2016,Europe,IRL
KIA Motors,Consumer Durables,South Korea,43754.0,2324.3,39214.0,17203.0,0.053122000274260645,0.0592721987045443,2016,Asia,KOR
Fubon Financial,Diversified Financials,Taiwan,21578.0,2002.7,181917.0,12623.0,0.09281212345907869,0.0110088666809589,2016,Asia,TWN
Heineken Holding,"Food, Drink & Tobacco",Netherlands,22745.0,2098.1,41474.0,23265.0,0.09224444932952297,0.05058832039349954,2016,Europe,NLD
Bristol-Myers Squibb,Drugs & Biotechnology,United States,16560.0,1624.0,31748.0,118221.0,0.09806763285024155,0.051152828524631475,2016,North America,USA
Mitsubishi Electric,Capital Goods,Japan,36603.0,1998.0,32822.0,23630.0,0.054585689697565776,0.060873804155749195,2016,Asia,JPN
Raytheon,Aerospace & Defense,United States,23247.0,2098.0,29281.0,37540.0,0.09024820406934228,0.0716505583825689,2016,North America,USA
MS&AD Insurance,Insurance,Japan,39397.0,828.1,160770.0,17635.0,0.02101936695687489,0.005150836598867948,2016,Asia,JPN
Hyundai Mobis,Consumer Durables,South Korea,32108.0,2699.6,32216.0,21257.0,0.08407873427183256,0.0837968711199404,2016,Asia,KOR
New China Life Insurance,Insurance,China,25164.0,1378.9,101824.0,16241.0,0.05479653473215705,0.013541994028912634,2016,Asia,CHN
Sun Hung Kai Properties,Real Estate,Hong Kong,9082.0,3883.9,78765.0,36781.0,0.4276480951332306,0.04930997270361201,2016,Asia,HKG
State Street,Diversified Financials,United States,10186.0,1990.0,245192.0,24758.0,0.19536618888670723,0.008116088616268068,2016,North America,USA
WPP,Media,United Kingdom,18693.0,1772.6,42373.0,30054.0,0.09482694056598727,0.04183324286691997,2016,Europe,GBR
Power Corp of Canada,Insurance,Canada,31494.0,1436.6,300718.0,11345.0,0.045615037784974916,0.004777233155314946,2016,North America,CAN
Dominion Resources,Utilities,United States,11581.0,1899.0,58797.0,43169.0,0.16397547707451862,0.03229756620235726,2016,North America,USA
Ericsson,Technology Hardware & Equipment,Sweden,29014.0,1677.0,34579.0,27366.0,0.0577996829116978,0.04849764307816883,2016,Europe,SWE
Natixis,Banking,France,14420.0,1490.4,543429.0,17175.0,0.10335644937586685,0.0027425845878670443,2016,Europe,FRA
Møller-Maersk,Transportation,Denmark,40286.0,735.5,64085.0,30656.0,0.018256962716576477,0.011476944682843099,2016,Europe,DNK
DNB,Banking,Norway,9528.0,3021.2,293574.0,21068.0,0.31708648194794287,0.010291102073071866,2016,Europe,NOR
BCE,Telecommunications services,Canada,16816.0,2093.2,34550.0,39921.0,0.12447668886774499,0.06058465991316932,2016,North America,CAN
Citic Securities,Diversified Financials,China,9137.0,3161.2,94879.0,31092.0,0.34597789208711827,0.03331822637253765,2016,Asia,CHN
Inditex,Consumer Durables,Spain,23052.0,3170.6,18781.0,103230.0,0.1375412111747354,0.16881955167456472,2016,Europe,ESP
Carnival,"Hotels, Restaurants & Leisure",United States,15835.0,1850.0,38446.0,37769.0,0.11682980738869593,0.04811944025386256,2016,North America,USA
Etisalat,Telecommunications services,United Arab Emirates,14123.0,2239.0,34921.0,45223.0,0.15853572187212348,0.06411614787663583,2016,Asia,ARE
Air Liquide,Chemicals,France,18164.0,1947.7,31439.0,40464.0,0.10722858401233208,0.06195171602150196,2016,Europe,FRA
Synchrony Financial,Diversified Financials,United States,11233.0,2244.0,81656.0,25432.0,0.1997685391257901,0.02748114039384736,2016,North America,USA
Eaton,Capital Goods,Ireland,20855.0,1979.0,31031.0,28852.0,0.09489331095660514,0.06377493474267668,2016,Europe,IRL
Henkel,Consumer Durables,Germany,20059.0,2130.2,24713.0,46481.0,0.10619671967695297,0.08619754784931007,2016,Europe,DEU
Standard Bank Group,Banking,South Africa,15375.0,1888.2,127737.0,14428.0,0.12280975609756098,0.01478193475657014,2016,Africa,ZAF
Cathay Financial,Insurance,Taiwan,14400.0,1811.2,230257.0,14057.0,0.1257777777777778,0.007865993216275726,2016,Asia,TWN
Northrop Grumman,Aerospace & Defense,United States,23526.0,1990.0,24454.0,36370.0,0.08458726515344725,0.0813772797906273,2016,North America,USA
SingTel,Telecommunications services,Singapore,12511.0,2809.4,30928.0,46722.0,0.2245543921349213,0.09083678220382825,2016,Asia,SGP
Linde,Chemicals,Germany,19898.0,1274.2,40461.0,28310.0,0.06403658659161725,0.03149205407676528,2016,Europe,DEU
Poly Real Estate,Real Estate,China,19444.0,1964.6,63787.0,15158.0,0.10103888088870602,0.030799379183846235,2016,Asia,CHN
Greenland Holdings Group,Real Estate,China,20968.0,773.0,90545.0,24231.0,0.03686570011446013,0.008537191451764316,2016,Asia,CHN
Huaneng Power International,Utilities,China,20333.0,2204.8,46563.0,16291.0,0.1084345645010574,0.047350900929922904,2016,Asia,CHN
Discover Financial Services,Diversified Financials,United States,10063.0,2276.0,88093.0,23406.0,0.22617509688959556,0.025836332058165802,2016,North America,USA
Humana,Health Care Equipment & Services,United States,54289.0,1276.0,25150.0,26123.0,0.02350384055701892,0.05073558648111332,2016,North America,USA
Emerson Electric,Capital Goods,United States,21429.0,2534.0,21552.0,35674.0,0.11825096831396706,0.11757609502598367,2016,North America,USA
Qatar National Bank,Banking,Qatar,6592.0,3145.9,151110.0,32698.0,0.47722997572815534,0.020818608960360002,2016,Asia,QAT
PG&E,Utilities,United States,16833.0,888.0,65799.0,28233.0,0.05275351987168063,0.013495645830483747,2016,North America,USA
Fuji Heavy Industries,Consumer Durables,Japan,26728.0,3380.9,20195.0,27645.0,0.1264928165219994,0.16741272592225798,2016,Asia,JPN
Merck,Drugs & Biotechnology,Germany,14244.0,1236.2,42134.0,40011.0,0.08678741926425161,0.029339725637252578,2016,Europe,DEU
United Overseas Bank,Banking,Singapore,7733.0,2333.4,222831.0,23355.0,0.3017457649036597,0.010471613016142278,2016,Asia,SGP
Commerzbank,Banking,Germany,18672.0,1177.7,587552.0,11754.0,0.06307305055698371,0.00200441833233484,2016,Europe,DEU
Ameriprise Financial,Diversified Financials,United States,12205.0,1562.0,145342.0,16818.0,0.1279803359278984,0.010747065541963094,2016,North America,USA
Haitong Securities,Diversified Financials,China,8694.0,2524.6,88772.0,25080.0,0.2903841729928686,0.0284391474789348,2016,Asia,CHN
Reckitt Benckiser Group,Consumer Durables,United Kingdom,13558.0,2663.0,22504.0,68015.0,0.1964154005015489,0.11833451830785638,2016,Europe,GBR
PTT PCL,Oil & Gas Operations,Thailand,59141.0,560.5,61374.0,25270.0,0.009477350738066654,0.009132531690944048,2016,Asia,THA
SEB,Banking,Sweden,8149.0,1965.4,296060.0,21724.0,0.2411829672352436,0.0066385192190772145,2016,Europe,SWE
NN Group,Insurance,Netherlands,15289.0,1736.6,175889.0,11492.0,0.113584930342076,0.009873272347901233,2016,Europe,NLD
China Resources Land,Real Estate,Hong Kong,13666.0,2260.9,50223.0,17425.0,0.1654397775501244,0.0450172231845967,2016,Asia,HKG
Fannie Mae,Diversified Financials,United States,111954.0,10954.0,3221917.0,2003.0,0.09784375725744503,0.0033998392882249916,2016,North America,USA
Southwest Airlines,Airline,United States,20232.0,2242.0,22241.0,30176.0,0.11081455120601028,0.10080481992716155,2016,North America,USA
Aegon,Insurance,Netherlands,32983.0,687.1,441291.0,13000.0,0.020831943728587456,0.001557022463635107,2016,Europe,NLD
Macquarie Group,Diversified Financials,Australia,11197.0,1468.1,146833.0,17629.0,0.13111547736000714,0.00999843359462791,2016,Oceania,AUS
SunTrust Banks,Banking,United States,8208.0,1928.0,190817.0,21190.0,0.23489278752436646,0.010103921558351719,2016,North America,USA
BAE Systems,Aerospace & Defense,United Kingdom,25647.0,1402.5,29600.0,22378.0,0.05468475845128085,0.04738175675675676,2016,Europe,GBR
CaixaBank,Banking,Spain,12515.0,902.7,373965.0,18788.0,0.07212944466640032,0.0024138622598371506,2016,Europe,ESP
China Huarong Asset Management,Banking,China,11309.0,2304.2,118458.0,14254.0,0.203749226279954,0.01945161998345405,2016,Asia,CHN
Baidu,IT Software & Services,China,10545.0,5282.2,22769.0,66051.0,0.5009198672356567,0.2319908647722781,2016,Asia,CHN
Charles Schwab,Diversified Financials,United States,6680.0,1557.0,191000.0,39272.0,0.23308383233532934,0.008151832460732984,2016,North America,USA
KB Financial Group,Banking,South Korea,13846.0,1416.4,282030.0,12133.0,0.10229669218546873,0.005022160763039393,2016,Asia,KOR
Old Mutual,Diversified Financials,United Kingdom,17990.0,970.2,192914.0,13723.0,0.05392996108949417,0.005029183988720363,2016,Europe,GBR
Peugeot,Consumer Durables,France,60631.0,996.9,53797.0,12413.0,0.016442084082400093,0.018530773091436324,2016,Europe,FRA
Automatic Data,Business Services & Supplies,United States,11247.0,1426.3,39900.0,41010.0,0.1268160398328443,0.0357468671679198,2016,North America,USA
Evergrande Real Estate,Real Estate,China,21555.0,1678.5,116582.0,10032.0,0.0778705636743215,0.014397591394898011,2016,Asia,CHN
Saudi Telecom,Telecommunications services,Saudi Arabia,13552.0,2488.5,25750.0,32648.0,0.18362603305785125,0.09664077669902912,2016,Asia,SAU
Svenska Handelsbanken,Banking,Sweden,6708.0,1945.9,352405.0,25219.0,0.29008646392367327,0.00552177182503086,2016,Europe,SWE
Tyson Foods,"Food, Drink & Tobacco",United States,39708.0,1372.0,23290.0,22901.0,0.03455223128840536,0.058909403177329324,2016,North America,USA
Wilmar International,"Food, Drink & Tobacco",Singapore,38782.0,1059.3,37939.0,16835.0,0.027314217936155946,0.02792113656132212,2016,Asia,SGP
Nokia,Technology Hardware & Equipment,Finland,14471.0,2734.6,22968.0,34605.0,0.18897104553935457,0.11906130268199233,2016,Europe,FIN
Transneft,Oil & Gas Operations,Russia,13306.0,2339.0,36683.0,20375.0,0.17578535998797534,0.06376250579287408,2016,Asia,RUS
Maybank,Banking,Malaysia,7622.0,1748.5,164981.0,22679.0,0.2294017318289163,0.010598190094616955,2016,Asia,MYS
Cheil Industries,Consumer Durables,South Korea,11791.0,2426.9,36128.0,22939.0,0.2058264778220677,0.06717504428697962,2016,Asia,KOR
Novo Nordisk,Drugs & Biotechnology,Denmark,16046.0,5182.8,13363.0,144893.0,0.32299638539199804,0.3878470403352541,2016,Europe,DNK
Marubeni,Trading Companies,Japan,61693.0,1241.7,64337.0,9491.0,0.02012708086816981,0.019299936273062156,2016,Asia,JPN
Standard Life,Insurance,United Kingdom,13764.0,2174.1,252342.0,9633.0,0.15795553618134262,0.00861568823263666,2016,Europe,GBR
Freddie Mac,Diversified Financials,United States,66484.0,6376.0,1986050.0,1047.0,0.09590277359966308,0.003210392487601017,2016,North America,USA
